Iconografia;Tema
Dan (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Dan (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Dan (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Dan (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Dan (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
"Daniele (non in contesto biblico); attributi: ariete, berretto frigio, leone/i";Religione_e_Magia
"Daniele (non in contesto biblico); attributi: ariete, berretto frigio, leone/i - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
Daniele come patrono, intercessore;Religione_e_Magia
Daniele come patrono dei minatori;Religione_e_Magia
(altre) iconografie specifiche ~ Daniele;Religione_e_Magia
Daniele come profeta con libro o cartiglio;Religione_e_Magia
"Daniele (non in contesto biblico); attributi: ariete, berretto frigio, leone/i - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza";Religione_e_Magia
integrazioni leggendarie/storiche alla biografia di Daniele;Religione_e_Magia
mentre Daniele cerca invano minerali tra gli alberi, un angelo giunge ad aiutarlo e gli indica la terra;Religione_e_Magia
"Daniele (non in contesto biblico); attributi: ariete, berretto frigio, leone/i - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie";Religione_e_Magia
"Daniele (non in contesto biblico); attributi: ariete, berretto frigio, leone/i - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento";Religione_e_Magia
"David (non in contesto biblico); attributi: corona, arpa";Religione_e_Magia
David come fondatore, iniziatore;Religione_e_Magia
David come iniziatore della quarta età del mondo;Religione_e_Magia
David come patrono, intercessore;Religione_e_Magia
David come patrono dei musicisti;Religione_e_Magia
(altre) iconografie specifiche ~ David;Religione_e_Magia
David come profeta, con corona e cartiglio;Religione_e_Magia
David come musico, generalmente raffigurato mentre suona l'arpa;Religione_e_Magia
David come salmista, come autore di salmi, generalmente in atto di suonare l'arpa;Religione_e_Magia
David come salmista con i suoi quattro musici;Religione_e_Magia
i quattro musici di David;Religione_e_Magia
David contornato da danzatori (e musici);Religione_e_Magia
David che fa musica in ambiente pastorale;Religione_e_Magia
David come musico attorniato dalle quattro stagioni, i quattro elementi e i quattro temperamenti ~ Armonia dell'Universo;Religione_e_Magia
David come giudice;Religione_e_Magia
devozione privata di David, per es. visione, preghiera, penitenza;Religione_e_Magia
David penitente;Religione_e_Magia
integrazioni leggendarie/storiche alla biografia di David;Religione_e_Magia
"David (non in contesto biblico); attributi: corona, arpa - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie";Religione_e_Magia
"David (non in contesto biblico); attributi: corona, arpa - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Doeg (non in contesto biblico); attributi: armatura";Religione_e_Magia
"Doeg (non in contesto biblico); attributi: armatura - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Doeg (non in contesto biblico); attributi: armatura - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Doeg (non in contesto biblico); attributi: armatura - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Doeg (non in contesto biblico); attributi: armatura - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza";Religione_e_Magia
"Doeg (non in contesto biblico); attributi: armatura - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Doeg (non in contesto biblico); attributi: armatura - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie";Religione_e_Magia
"Doeg (non in contesto biblico); attributi: armatura - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Elia (non in contesto biblico); attributi: cartiglio e spada fiammeggiante";Religione_e_Magia
Elia come fondatore dell'ordine Carmelitano;Religione_e_Magia
Elia con Eliseo, alimenta l'albero genealogico dei Carmelitani;Religione_e_Magia
la fonte di Elia;Religione_e_Magia
Elia come patrono, come intercessore;Religione_e_Magia
Elia come protettore contro la pioggia, i tuoni e i lampi;Religione_e_Magia
Elia come protettore contro gli incendi;Religione_e_Magia
(altre) iconografie specifiche ~ Elia;Religione_e_Magia
Elia come primo eremita;Religione_e_Magia
Elia come personificazione;Religione_e_Magia
Elia come sommo sacerdote;Religione_e_Magia
Elia come giudice;Religione_e_Magia
devozione privata di Elia, per es. visione, preghiera, penitenza;Religione_e_Magia
Maria Vergine appare ad Elia: la nuvola profetica;Religione_e_Magia
"Elia (non in contesto biblico); attributi: cartiglio e spada fiammeggiante - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Elia (non in contesto biblico); attributi: cartiglio e spada fiammeggiante - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie";Religione_e_Magia
"Elia (non in contesto biblico); attributi: cartiglio e spada fiammeggiante - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento";Religione_e_Magia
Enoch (non in contesto biblico);Religione_e_Magia
Enoch (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Enoch (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
(altre) iconografie specifiche ~ Enoch;Religione_e_Magia
Enoch come personificazione dell'anima redenta;Religione_e_Magia
Enoch (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Enoch (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Enoch (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Enoch (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
Esaù (non in contesto biblico);Religione_e_Magia
Esaù (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Esaù (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Esaù (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Esaù (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Esaù (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Esaù (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Esaù (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
Evilmerodac (non in contesto biblico);Religione_e_Magia
Evilmerodac (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Evilmerodac (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Evilmerodac (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Evilmerodac (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
integrazioni leggendarie/storiche alla biografia di Evilmerodach;Religione_e_Magia
Evilmerodach dilania il corpo di suo padre;Religione_e_Magia
Evilmerodac (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Evilmerodac (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
"Ezechiele (non in contesto biblico); attributi: doppia ruota, libro o cartiglio";Religione_e_Magia
"Ezechiele (non in contesto biblico); attributi: doppia ruota, libro o cartiglio - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Ezechiele (non in contesto biblico); attributi: doppia ruota, libro o cartiglio - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Ezechiele (non in contesto biblico); attributi: doppia ruota, libro o cartiglio - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Ezechiele (non in contesto biblico); attributi: doppia ruota, libro o cartiglio - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza";Religione_e_Magia
"Ezechiele (non in contesto biblico); attributi: doppia ruota, libro o cartiglio - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Ezechiele (non in contesto biblico); attributi: doppia ruota, libro o cartiglio - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie";Religione_e_Magia
altre attività, relazioni, ecc. di Ezechiele;Religione_e_Magia
Ezechiele con David e Cristo guariscono gli indemoniati;Religione_e_Magia
"Gedeone (non in contesto biblico); attributi: brocca rotta, elmo e armatura, vaso (colmo di rugiada), vello";Religione_e_Magia
"Gedeone (non in contesto biblico); attributi: brocca rotta, elmo e armatura, vaso (colmo di rugiada), vello - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Gedeone (non in contesto biblico); attributi: brocca rotta, elmo e armatura, vaso (colmo di rugiada), vello - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Gedeone (non in contesto biblico); attributi: brocca rotta, elmo e armatura, vaso (colmo di rugiada), vello - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Gedeone (non in contesto biblico); attributi: brocca rotta, elmo e armatura, vaso (colmo di rugiada), vello - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza";Religione_e_Magia
"Gedeone (non in contesto biblico); attributi: brocca rotta, elmo e armatura, vaso (colmo di rugiada), vello - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Gedeone (non in contesto biblico); attributi: brocca rotta, elmo e armatura, vaso (colmo di rugiada), vello - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie";Religione_e_Magia
"Gedeone (non in contesto biblico); attributi: brocca rotta, elmo e armatura, vaso (colmo di rugiada), vello - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento";Religione_e_Magia
Gog e Magog (non in contesto biblico);Religione_e_Magia
Gog e Magog (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Gog e Magog (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Gog e Magog (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Gog e Magog (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Gog e Magog (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Gog e Magog (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Gog e Magog (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
"Isaia (non in contesto biblico); attributi: cartiglio o libro, ramo con foglie, sega";Religione_e_Magia
"Isaia (non in contesto biblico); attributi: cartiglio o libro, ramo con foglie, sega - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Isaia (non in contesto biblico); attributi: cartiglio o libro, ramo con foglie, sega - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Isaia (non in contesto biblico); attributi: cartiglio o libro, ramo con foglie, sega - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Isaia (non in contesto biblico); attributi: cartiglio o libro, ramo con foglie, sega - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza";Religione_e_Magia
"Isaia (non in contesto biblico); attributi: cartiglio o libro, ramo con foglie, sega - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Isaia (non in contesto biblico); attributi: cartiglio o libro, ramo con foglie, sega - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie";Religione_e_Magia
"Isaia (non in contesto biblico); attributi: cartiglio o libro, ramo con foglie, sega - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento";Religione_e_Magia
Isboset (Is-Baal) (non in contesto biblico);Religione_e_Magia
Isboset (Is-Baal) (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Isboset (Is-Baal) (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Isboset (Is-Baal) (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Isboset (Is-Baal) (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Isboset (Is-Baal) (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Isboset (Is-Baal) (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Isboset (Is-Baal) (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
Jabal (non in contesto biblico);Religione_e_Magia
Jabal (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Jabal (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Jabal (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Jabal (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Jabal (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Jabal (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
altre attività, relazioni, ecc. di Jabal;Religione_e_Magia
Jabal, con Jubal e Tubalcain;Religione_e_Magia
"Geremia (non in contesto biblico); attributi: 'la caldaia sul fuoco', libro o cartiglio";Religione_e_Magia
"Geremia (non in contesto biblico); attributi: 'la caldaia sul fuoco', libro o cartiglio - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Geremia (non in contesto biblico); attributi: 'la caldaia sul fuoco', libro o cartiglio - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Geremia (non in contesto biblico); attributi: 'la caldaia sul fuoco', libro o cartiglio - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Geremia (non in contesto biblico); attributi: 'la caldaia sul fuoco', libro o cartiglio - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza";Religione_e_Magia
"Geremia (non in contesto biblico); attributi: 'la caldaia sul fuoco', libro o cartiglio - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Geremia (non in contesto biblico); attributi: 'la caldaia sul fuoco', libro o cartiglio - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie";Religione_e_Magia
"Geremia (non in contesto biblico); attributi: 'la caldaia sul fuoco', libro o cartiglio - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento";Religione_e_Magia
Gesù Sirach (non in contesto biblico);Religione_e_Magia
Gesù Sirach (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Gesù Sirach (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Gesù Sirach (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Gesù Sirach (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Gesù Sirach (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Gesù Sirach (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Gesù Sirach (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
Joab (non in contesto biblico);Religione_e_Magia
Joab (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Joab (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Joab (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Joab (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Joab (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Joab (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Joab (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
Giuseppe (non in contesto biblico);Religione_e_Magia
Giuseppe (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Giuseppe (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Giuseppe (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Giuseppe (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Giuseppe (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Giuseppe (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Giuseppe (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
Giosuè (non in contesto biblico);Religione_e_Magia
Giosuè (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Giosuè (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Giosuè (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Giosuè (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Giosuè (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Giosuè (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Giosuè (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
Jubal (non in contesto biblico);Religione_e_Magia
Jubal (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Jubal (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
(altre) iconografie specifiche ~ Jubal;Religione_e_Magia
Jubal come personificazione della musica;Religione_e_Magia
Jubal (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Jubal (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Jubal (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Jubal (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
Giuda Maccabeo (non in contesto biblico);Religione_e_Magia
Giuda Maccabeo (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Giuda Maccabeo (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Giuda Maccabeo (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Giuda Maccabeo (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Giuda Maccabeo (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Giuda Maccabeo (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
altre attività, relazioni, ecc. di Giuda Maccabeo;Religione_e_Magia
Giuda Maccabeo e i suoi cinque fratelli;Religione_e_Magia
Lot (non in contesto biblico);Religione_e_Magia
Lot (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Lot (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Lot (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Lot (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Lot (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Lot (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Lot (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
"Melchisedec (non in contesto biblico); attributi: abiti sacerdotali, corona o mitra";Religione_e_Magia
"Melchisedec (non in contesto biblico); attributi: abiti sacerdotali, corona o mitra - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Melchisedec (non in contesto biblico); attributi: abiti sacerdotali, corona o mitra - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Melchisedec (non in contesto biblico); attributi: abiti sacerdotali, corona o mitra - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
devozione privata di Melchisedech, per es. visione, preghiera, penitenza;Religione_e_Magia
Melchisedec, generalmente raffigurato davanti all'altare, offre il pane e il vino nel calice;Religione_e_Magia
"Melchisedec (non in contesto biblico); attributi: abiti sacerdotali, corona o mitra - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Melchisedec (non in contesto biblico); attributi: abiti sacerdotali, corona o mitra - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie";Religione_e_Magia
"Melchisedec (non in contesto biblico); attributi: abiti sacerdotali, corona o mitra - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento";Religione_e_Magia
"Mosè (non in contesto biblico); attributi: raggi di luce o corna sul capo, Tavole della Legge, verga";Religione_e_Magia
"Mosè (non in contesto biblico); attributi: raggi di luce o corna sul capo, Tavole della Legge, verga - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Mosè (non in contesto biblico); attributi: raggi di luce o corna sul capo, Tavole della Legge, verga - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Mosè (non in contesto biblico); attributi: raggi di luce o corna sul capo, Tavole della Legge, verga - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico)";Religione_e_Magia
"Mosè (non in contesto biblico); attributi: raggi di luce o corna sul capo, Tavole della Legge, verga - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza";Religione_e_Magia
integrazioni leggendarie/storiche alla biografia di Mosè;Religione_e_Magia
Mosè combatte contro i Mori;Religione_e_Magia
"Mosè (non in contesto biblico); attributi: raggi di luce o corna sul capo, Tavole della Legge, verga - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie";Religione_e_Magia
"Mosè (non in contesto biblico); attributi: raggi di luce o corna sul capo, Tavole della Legge, verga - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento";Religione_e_Magia
Natan (non in contesto biblico);Religione_e_Magia
Natan (non in contesto biblico) - fondatore, iniziatore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Natan (non in contesto biblico) - patrono, intercessore ~ Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Natan (non in contesto biblico) - (altre) iconografie specifiche, p.es. simboliche e allegoriche, di personaggi maschili del Vecchio Testamento (non in contesto biblico);Religione_e_Magia
Natan (non in contesto biblico) - devozione privata di personaggi maschili del Vecchio Testamento, p.es. visioni, preghiera, penitenza;Religione_e_Magia
Natan (non in contesto biblico) - integrazioni leggendarie/storiche alla biografia dei personaggi maschili del Vecchio Testamento;Religione_e_Magia
Natan (non in contesto biblico) - avvenimenti post-mortem di personaggi maschili del Vecchio Testamento, p.es. ritrovamento e traslazione delle reliquie;Religione_e_Magia
Natan (non in contesto biblico) - altre attività, relazioni, ecc. di personaggi maschili del Vecchio Testamento;Religione_e_Magia
figli di Noè (non in contesto biblico);Religione_e_Magia
figli di Noè come fondatori, iniziatori;Religione_e_Magia
"figli di Noè, ciascuno come patriarca della parte del mondo assegnata; Sem ~ Asia, Cam ~ Africa, Jafet ~ Europa";Religione_e_Magia
