	object	description	subject	label
1627	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_47092	LA STATUETTA E' CAVA. CORPO NUDO FINO ALL'INGUINE, LA GAMBA SINISTRA È LEGGERMENTE FLESSA IN AVANTI, MENTRE SULLA DESTRA POGGIA IL PESO DEL CORPO; UN PANNEGGIO SCENDE AI LATI DELLE GAMBE AD INCORNICIARLE. LE MANI SCENDONO ALL'ALTEZZA DEL VENTRE E REGGONO UN LEMBO DELLA VESTE IN CUI SONO RACCOLTI FRUTTI TONDI.	figura maschile	coherent
1628	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_29295	Disco ribassato concavo, con foro di alimentazione centrale e forellino di aerazione, spalla obliqua, vasca profonda, base piana distinta, presa ad anello forato, beccuccio ovale con linea di delimitazione	Pesante solcatura lungo il margine esterno del disco, solcature longitudinali sull'ansa; planta pedis impressa sulla base	incoherent
1629	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_29368	Disco ribassato con foro di alimentazione centrale e forellino di aerazione, spalla obliqua, vasca profonda, base piana fratturata mutila, beccuccio cuoriforme allungato	Motivo floreale impresso, con tracce diramantisi da fronda centrale, contornato da solcature lungo il margine interno della spalla; volute fissate da bottoncini ai lati del beccuccio	incoherent
1630	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_29370	Disco ribassato di forma ovale, con foro di alimentazione mutilo e forellino di aerazione sul canale, spalla obliqua, vasca profonda, base piana distinta, presa ad anello forato, beccuccio ovale allungato	Motivo impresso con dppia solcatura a goccia, doppia solcatura longitudinale sulla presa, canale aperto, bollo in planta pedis sulla base	incoherent
1631	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_29310	Disco ribassato con foro di alimentazione centrale e forellino di aerazione, spalla obliqua, vasca poco profonda, base piana distinta, apode, con bollo impresso, presa ad anello forato, beccuccio breve con attacco su base quadrangolare	Duplice solcatura lungo il margine esterno del disco, solcature longitudinali sull'ansa	incoherent
1632	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_29339	Disco ribassato con foro di alimentazione decentrato, spalla piana, vasca profonda, base piana distinta, presa ad anello forato, beccuccio triangolare ad angolo ottuso	Motivo impresso con testa virile barbata, doppia solcatura al margine della spalla, solcature longitudinali sulla presa, volute fissate da bottoncini ai lati del beccuccio	incoherent
1633	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_29157	Figura femminile stante, acefala, con himation, trecce ricadenti ai lati del volto, corpo cilindrico stondato, lunghe braccia aderenti al corpo, peplo liscio, stretto in vita da cintura, base tonda aggettante, retro liscio.	Cintura con motivo decorativo a reticolo.	incoherent
1634	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_29213	Labbro a testa piatto, orizzontale, collo cilindrico distinto, verticale, corpo globulare panciuto, con fondo arrotondato, ansa nastriforme verticale, appiattita, impostata sulla spalla e sull'orlo.	Sul corpo: motivo decorativo a doppia filettatura incisa, con evidenti segni cromatici a vernice nera, tagliata da doppie linee incise verticali, prive di colore; tracce di vernice alla base del collo e all'interno dell'ansa.	incoherent
1635	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_29341	Disco ribassato con foro di alimentazione centrale, spalla convessa, vasca profonda, base piana distinta, presa ad anello forato, mutila, beccuccio ovale allungato, distinto	Motivo impresso con ovuli disposti lungo il margine interno della spalla e solcature concentriche ai margini della vasca, solcature longitidinali lungo la presa mutila, bollo in planta pedis	incoherent
1636	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_29351	Disco ribassato con foro di alimentazione centrale e forellino di aerazione, spalla piana, vasca profonda, base piana distinta, beccuccio ovale allungato, con linea di delimitazione	Motivo impresso con quattro foglie allungate, diramantasi dal foro di alimentazione, solcature concentriche ai margini del disco, volute fissate da bottoncini ai lati del beccuccio	incoherent
1637	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_29991	Pendente antropomorfo di bronzo	figura maschile	coherent
1638	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_29635	Bactrea in lamina d'oro con rappresentazione di una scena di adorazione dei Magi	adorazione dei magi	coherent
1639	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_47235	IN MANCANZA DI DATI DI SCAVO È IMPOSSIBILE UNA DATAZIONE PRECISA, SITRATTA PROBABILMENTE DI UN PRODOTTO DI MANIFATTURA ROMANA.	EROS	coherent
1641	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_47170	SIMILE AD UNO COMPLETO DA POMPEI, INV. 9272 ORA AL MUSEO DI NAPOLI (CFR. POMPEI AD 79, MOSTRA DI LONDRA, NOV. 1976 - FEBB. 1977, N. 71 D).	ERMA MASCHILE CON HIMATION.	coherent
1642	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_47178	IL BUSTO RICORDA MOLTO DA VICINO IL DISEGNO BARBERINI DI ELENA.	Figura femminile	coherent
1643	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_52717	fibula ad arco, in argento dorato e niellato. Frammentata, con due magliette nel retro. Ornamentazione nello stile I Salin. Al piede della staffa è riprodotta una maschera umana. Mancante di un pomolo.	REPERTI ARCHEOLOGICI : FIBULA	coherent
1644	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_52724	anello in oro massiccio, con al centro incastonata una moneta aurea dell'imperatore Tiberio. La moneta è fissata in un cerchio di ovuli d'oro, appiattiti e fiancheggiati da due perle auree. Reca nel recto la testa coronata dell'imperatore; nel verso Livia seduta, rivolta a detra, con mano alzata	REPERTI ARCHEOLOGICI : ANELLO DIGITALE CON MONETA	coherent
1645	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_52737	pettine in osso, frammentato e incompleto. Ornamentazione a piccoli cerchi oculati	REPERTI ARCHEOLOGICI : PETTINE	coherent
1646	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_52725	"guarnizione di reliquiario in lamina d'oro con cornice a perlinatura doppia. Il centro del coperchio (lamina mobile) reca un uccello palmipede stilizzato ed eseguito a smalto policromo ""champleve"", di netto carattere bizantino. Reca un foro nel bordo inferiore della cornice"	REPERTI ARCHEOLOGICI : SCATOLETTA	coherent
1647	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_91173	Protome equina lavorata a tutto tondo, con un foro sotto la base per il fissaggio alle terminazioni dello schienale di un seggio in materiale deperibile (legno e pelle?).	protome equina	coherent
1648	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_90886	Orlo estroflesso, distinto all`esterno da una risega, con bordo arrotondato; largo e breve collo a profilo concavo, in linea continua con la spalla spiovente; corpo ovoide su largo e spesso piede ad anello; anse a nastro con attacchi sul collo e sulla spalla.Decorazione accessoria: sul collo ramo d'alloro; fasce verticali a risparmio, con due file di piccoli punti in vernice nera, inquadrano lateralmente le scene figurate.	Lato A: due figure ammantate stanti, di profilo a destra, presso un altare.Lato B: due giovani ammantati stanti, affrontati; quello di destra si appoggia ad un bastone.	incoherent
1649	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_90928	Orlo indistinto con bordo assottigliato; vasca troncoconica a profilo appena convesso, leggermente rastremata verso il fondo; anse semicircolari a bastoncello, impostate orizzontalmente sotto l'orlo; largo piede ad anello.	Lato A: giovane ammantato, con asta in mano, diretto a destra verso un cippo.Lato B: giovane nudo che danza, con fiaccola in mano.	incoherent
1650	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_90872	Bocca trilobata con orlo estroflesso a bordo assottigliato; collo a profilo concavo; corpo ovoide su piede a disco sottile; ansa a bastoncello, con apofisi all'innesto sull'orlo ed attacco inferiore sulla spalla. Decorazione accessoria: fascia ad ovuli all'attacco del collo e alla base della figurazione.	Sulla parte anteriore del ventre: due figure femminili affrontate, una delle quali porge all'altra una phiale.	incoherent
1651	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_99036	Statua stante su base.	La figura gravita sulla gamba destra, con la spalla inclinata ed una leggera torsione del busto, mentre la gamba sinistra Ë ritratta e scartata di lato. Il braccio sinistro, fratturato all'attacco della spalla, Ë ricostruito flesso, allargato di lato e proteso in avanti in atto di impugnare un'asta. La posizione del deltoide rende congrua la restituzione del braccio destro, attualmente mancante, teso in basso. La dea veste il peplo attico, trattenuto da fibule sulle spalle, che lascia scoperte solo le punte dei piedi calzati da sandali a doppia suola. L'abito, che si raddoppia sul busto in un apoptygma fino a met‡ coscia, Ë serrato sotto il seno da una zone con nodo centrale. Sul petto le pieghe convergono dalle spalle verso il centro all'altezza dello sterno, dove la stretta della cintura le proietta all'esterno, rigonfiandole sui lati al di sotto delle braccia. Al di sotto della cintura, la stoffa compone sul ventre un moto vorticoso di pieghe concentriche. Sulla testa, volta a destra, reca un elmo riccamente decorato e crestato.	incoherent
1652	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_99069	Rilievo decorato da scena figurata, scolpita a bassorilievo.	Dioniso e Ikarios	coherent
1654	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_99094	Testa con parte superiore del busto intorno al collo, su peduccio.	La testa, impostata con una leggera torsione a destra, presenta un solido impianto definito dal volume della folta capigliatura con anastolË. Il volto, dall'espressione austera, Ë caratterizzato dalla fronte alta e bombata e dagli zigomi prominenti, sotto cui si sviluppa una barba fluente composta da ciocche arcuate, nettamente definite e sovrapposte disordinatamente. Gli occhi sono infossati sotto le arcate sopracciliari ribassate e ricadenti sulle palpebre superiori. La bocca piccola e carnosa ha il labbro superiore coperto da lunghi baffi con le ciocche incurvate verso l'interno. I capelli sono trattenuti sulla sommit‡ del capo da una tenia, che separa la parte posteriore, trattata sommariamente a scalpello, dallo sviluppo plastico delle lunghe ciocche ondulate, ricadenti dalle tempie sul collo; la scriminatura, appena deviata a sinistra rispetto all'asse del viso, Ë ben delineata da due bande di ciuffi che si gonfiano ad onda prima di ricadere in due riccioli appuntiti sulla fronte.	incoherent
1658	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_99135	Torso maschile seduto su base.	Nel torso Ë rappresentata una figura maschile nuda, seduta, di dimensioni superiori al naturale, giovanile, come appare dalle forme morbide, ma non flaccide. La spalla sinistra Ë sollevata ed arretrata, sicchÈ possiamo immaginare che il braccio corrispondente fosse leggermente staccato dal corpo, eventualmente poggiato su un sostegno o sul sedile; quello destro, invece, era verosimilmente portato sulla coscia destra, probabilmente a sorreggere un tirso. La figura, seduta di tre quarti verso destra, si offre all'osservatore con sensibile torsione del busto che lo riporta in posizione frontale, mentre il fianco destro si inarca notevolmente. Sul petto cadono, in duplice fila da un lato, triplice dall'altro, lunghi capelli suddivisi con sottile lavoro di trapano in ciocche ondulate. Sulle spalle, in posizione arretrata rispetto ai capelli, rimangono anche brandelli di quelle che appaiono come due lunghe strisce di stoffa ondulata ricadenti dal capo.	incoherent
1659	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_99177	Testa ritratto con il busto comprese le spalle, su peduccio.	Il ritratto, con il volto piuttosto rovinato, raffigura una giovane donna dai lineamenti alterati da diversi restauri. I particolari superstiti della fisionomia originaria sono individuabili negli occhi con palpebre sottili e profili netti. La donna ha una elaborata pettinatura ad onde piatte che le incorniciano il volto e poi si avvolgono attorno al capo a mÚ di turbante, secondo i canoni della moda di et‡ adrianea.	incoherent
1660	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_99182	Testa ritratto, abbondantemente restaurata, con la sola parte superiore del busto intorno al collo, di manifattura moderna, su peduccio.	Giulio Cesare	coherent
1661	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_99190	Testa ritratto antica con la sola parte superiore del busto intorno al collo, di manifattura moderna, su peduccio.	La testa presenta la pettinatura a toupet secondo la moda di et‡ tardo flavia. Il volto Ë caratterizzato da una linea di contorno ovale e grandi occhi sensibilmente aperti sotto sopracciglia lineari, naso aquilino e bocca ben disegnata.	incoherent
1662	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_99250	Emblema rotondo a mosaico, staccato dal pavimento originario, inserito in cornice marmorea.	La scena raffigura Teseo che combatte il Minotauro, mentre le fanciulle atterrite assistono alla scena. Il mosaico Ë una cattiva replica di un tema noto di origine ellenistica.	incoherent
1663	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_99253	Soglia a mosaico, con tondo centrale figurato a tessere pi˘ piccole, staccato dal pavimento originario.	testa di Medusa	coherent
2099	http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd11066134@	STELE A NICCHIA (?); PILASTRI RETTANGOLARI; ICONICA. FIGURA UMANA CON TUNICA E MANTELLO SU BASE	FIGURA UMANA	coherent
2100	http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd11066136@	STELE A NICCHIA; CORONAMENTO CON LISTELLO, GOLA EGIZIA, LISTELLO E FASCIAPIATTA; PILASTRI RETTANGOLARI; ICONICA. FIGURA UMANA FEMMINILE CON TUNICA, MANTELLO E DISCO AL PETTO	Figura umana	coherent
2119	http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd11066652@	STELE A NAISKOS; CORONAMENTO CON LISTELLO, GOLA EGIZIA, LISTELLO E FASCIACON SEZIONE CONVESSA; PILASTRI RETTANGOLARI; BASE A FASCIA AGGETTANTE ANTERIORMENTE; ICONICA. FIGURA UMANA FRONTALE CON MANTELLO	figura umana	coherent
2299	http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd11101154@	frammento di lastra di rivestimento con motivo a palmetta.	Elementi architettonici	incoherent
2300	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_68679	Lekythos di argilla depurata colore arancione, a figure nere; sovraddipinta in bianco e rosso violaceo; vernice nera lucente.Sulla spalla: zona di linguette e tre palmette legate da volute al centro e due laterali; punti intercalati. Al di sopra delle figure: motivo a scacchiera tra bande rosse. Sul lato del corpo, una linea rossa.	Mitologia greco-romana: Peleo e Teti, Nereidi	coherent
2301	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_85367	Apodo a base piana; corpo globulare rastremato verso l'alto	Sulla superficie esterna, sottili spirali di vetro bianco, rilevato	incoherent
2302	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_84600	corpo globulare; piede ad anello schiacciato; ansa a nastro	sul corpo, fra girali, grosso volatile, forse un cigno, di profilo a sini stra	incoherent
2303	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_85298	Apodo a base lievemente concava; corpo globulare, cilindrico; stretto e corto collo concavo; labbro espanso con orlo arrotondato; a risparmio dalla vernice la base	Alla base del collo, baccellature in bianco; sul corpo, fascia gialla, fascia bianca, reticolo bianco a maglie regolari, fascia bianca, alta fascia gialla, fascia bianca	incoherent
2304	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_84605	bocchino campaniforme ad orlo piatto; collo cilindrico; corpo ovoide; pie de a disco; ansa a nastro	sul collo, linguette radiali; sulla spalla, fascia ad ovoli; sotto l'ansa grossa palmetta; sul corpo due testine femminili affrontate, di profilo, con il capo coperto da mantello e il viso dipinto in bianco; fra esse, u n elemento conico di difficile lettura	incoherent
2679	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_43816	bicchiere con vernice di colore bruno arancio. Corpo di forma cilindrica, separato dallÂ’orlo alto da una scanalatura. Decorazione Â“Ã  la barbotineÂ” formata da file verticali di mammellature alternate a file di punti.	bicchiere in ceramica a pareti sottili, forma Mayet XXXVIII B	incoherent
2681	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44512	Testa femminile con alto polos, pertinente ad una statua	statua	coherent
2682	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44512	Testa femminile con alto polos, pertinente ad una statua	STATUA	coherent
2683	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44517	Frammento di statuetta femminile, si conserva la testa sino alla base del collo. Polos, capelli a linguette con le due centrali più corte, che scendono a massa compatta ai lati del collo. Volto ovale, tratti del volto illeggibili. Argilla gialla, matrice stanca	testa femminile	coherent
2684	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44521	Frammento di arula fittile con sfingi araldiche ai lati di una semicolonna, Gruppo F, tipo I della classificazione locrese. Resta il settore destro del lato lungo a rilievo, con tratti delle cornici molto rovinate. Si conservano la colonna laterale e una sfinge volta verso sinistra, che appoggia la zampa alla semicolonna centrale. La testa è di prospetto con basso polos e lcapelli bipartiti sulla fronte a massa compatta che scendono in treccine a perline lungo il collo, tratti del volto illeggibili. Resti di rosso sul fondo. Argilla giallo- rosata, matrice stanca	sfinge	coherent
2685	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44522	Arula parallelepipeda su base rettangolare, con cornici aggettanti sui quattro lati e fori di cottura sui lati brevi. Sulla fronte scena figurata a basso rilievo: inquadrata da due colonne doriche a fusto liscio, quadriga in corsa verso destra, di profilo, con l'auriga proteso in avanti. argilla beige-rosata, matrice discreta	Quadriga di cavalli in corsa tra due colonne	coherent
2686	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44526	Testina femminile; capelli bipartiti sulla fronte che scendono in morbide onde rialzate vesrso la sommità del capo in una crocchia. occhi con palpebre bordate. Bocca piccola e dritta. Matrice discreta; Cava, piatta posteriormente con placca di argilla riportata. Sui capelli tracce di colore rosso. Argilla rosata con pochi inclusi micacei.	Figura femminile	coherent
2687	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44537	Simulacro in processione frammentario. Della figura femminile si conservano la testa e le braccia, dal gomito, sollevate a sostenere il simulacro intero. La figura femminile ha i tratti del volto illeggibili, capelli bipartiti. Superficie molto consumata, tracce di ingobbio bianco. Matrice stanchissima	Figure femminili: fanciulla.Abbigliamento: peplo.Divinità: Artemide	coherent
2688	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44539	Statuetta femminile di offernte. Rimane il busto acefalo con la mano destra al petto a sorreggre un fiore di loto. Anatomia appena definita. Argilla giallina; matrice stanchissima; tracce di sovradipintura in rosso.	Figure femminili: figura femminile stante	coherent
2689	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44543	Frammento di fondo di coppa con decorazione a rilievo a protome femminile. Argilla arancio; matrice stanca	Figure femminili: testa femminile	coherent
2690	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44545	Testa di attore. Fronte stempiata, volto negroide, occhi a bulbo sporgente, resi con globetti di argilla applicati; naso camuso, grossa bocca con labbra spesse. Baffi e barba. Argilla beige; matrice discreta; ritocchi a stecca	attore comico	coherent
2691	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44558	Testa femminile con basso polos e velo. Capelli bipartiti che ricadono in morbide cioccche ai lati del viso. Orecchini a pastiglia. Occhi con palpebre bordate ricadenti verso il basso, naso grosso, labbra piccole e carnose. Argilla beige; matrice fresca.	Figure femminili: testa femminile. Abbigliamento: polos, velo	coherent
2692	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44559	Testa femminile. Sul capo tenia. Capelli bipartiti sulla fronte in ciocche rese con ritocchi a stecca, volto largo, occhi con palpebre bordate, naso grosso, bocca piccola e carnosa. Argilla rosata; matrice fresca.	testa femminile	coherent
2693	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44559	Testa femminile. Sul capo tenia. Capelli bipartiti sulla fronte in ciocche rese con ritocchi a stecca, volto largo, occhi con palpebre bordate, naso grosso, bocca piccola e carnosa. Argilla rosata; matrice fresca.	Testa femminile	coherent
2694	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44561	Cane miniaturistico fittile, accovacciato sulle zampe posteriori, su piccola base. Tratti poco evidenziati. Argilla rosata; matrice stanca, tracce di ingobbio bianco	animali: cane	coherent
2695	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44562	Statuetta di recumbente frammentario. Si conserva il busto, privo del braccio destro. Capelli resi con ciocche a lumachella, volto rotondo; occhi a bulbo con palpebre bordate; naso grosso; labbra carnose. Himation sull'avambraccio sinistro, ripegato a reggere il corpo sulla kline, di cui si conserva un piccolo tratto. Cuscino. Argilla beige; matrice discreta	recumbente	coherent
2696	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44564	Statuetta fittile composta da due figure ebbre. Un uomo nudo, con himation sulle spalle avanza sostenuto da una figura femminile di suonatrice di doppio flauto (auletride). Argilla beige; matrice stanchissima	gruppo	incoherent
2697	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44570	Testina femminile, spezzata al collo. Capelli bipartiti sulla fronte, resi con ciocche plastiche, che scendono ai lati del collo. Velo. Volto ovale allungato; occhi incavati; naso grosso; labbra carnose. Argilla arancio. Matrice fresca	abbigliamento: velo	coherent
2699	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44571	Figura femminile stante su bassa basetta quadrangolare. Sulla testa elemento decorativo (corona? tenia?). Capelli indistinti a calotta. La figura ha il braccio sinistro piegato con la mano appoggiata al fianco e quello destro disteso. Abito indistinto. Argilla giallina; matrice stanca	Figure femminili: figura stante	coherent
2700	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44574	Statuetta di attore comico, tipo filosofo. Mancano le estremità delle gambe dal ginocchio in giù. Figura grottesca con himation avvolto sul ventre. Argilla beige; matrice discreta, ingobbiatura bianca; tracce di colori giallo e rosso.	Figure maschili: attore comico. Abbigliamento: himation	coherent
2701	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44582	Matrice di testa maschile. Capelli a calotta gonfia e compatta. Volto tondeggiante con occhi a bulbo sporgente e palpebre bordate. Naso diritto e carnoso. Bocca piccola, mento tondeggiante. Argilla rosata.	Figure maschili: testa	coherent
2702	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44585	Frammento di cratere a calice italiota, di produzione protopestana. A destra menade stante, corpo di 3/4, capo di profilo a sinistra. Indossa un peplo, capelli racchiusi in un sakkos. Nella mano sinistra stringe una pelle di animale, di cui, in basso si scorgono le zampe. Sakkos e peplo decorati con motivi puntinati a vernice nera. A sinistra parte del corpo di giovane nudo, stante; coprpo di 3/4, capo di profilo a destra. Regge un timpano con le braccia alzate. Entrampi i personaggi recano bracciali e collane sovraddipinti in bianco.	Menade	coherent
2703	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44592	Testa di Atena con elmo ad alto lophos. Capelli a calotta unitaria appena descritti da linee parallele incise, volto allungato con zigomi alti, occhi a mandorla, sporgenti. Argilla giallina, matrice discreta, interno pieno	ATENA	coherent
2705	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44614	Testa femminile avvolta nel velo, del tipo Tanagrina. Capelli bipartiti sulla fronte, occhi con palpebre bordate ricadenti verso il basso, bocca piccola e carnosa.	Figure femminili: testa femminile tipo tanagrina.Abbigliamento:velo	coherent
2706	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44629	Testa femminile conservata sino alla base del collo, tratti del volto illeggibili. Capelli in ciocche ondulate rialzati alle tempie in massa rigonfia. Al di sopra coroncina o polos. Volto tondeggiante e pieno. Orecchini a pastiglia applicati. Argilla arancio, matrice stanca	Abbigliamento: corocina o polos, orecchini. Figure femminili: testa	incoherent
2707	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_44629	Testa femminile conservata sino alla base del collo, tratti del volto illeggibili. Capelli in ciocche ondulate rialzati alle tempie in massa rigonfia. Al di sopra coroncina o polos. Volto tondeggiante e pieno. Orecchini a pastiglia applicati. Argilla arancio, matrice stanca	Testa femminile	coherent
2708	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_68940	Piatto e largo labbro fortemente estroflesso fino a disporsi orizzontalmente, sagomato obliquamente al bordo; basso e largo collo cilindrico che indistintamente scende sulla spalla; corpo di forma ovoidale, basso piede a disco con doppia risega al bordo; anse a nastro impostate dal collo sulla spalla. Labbro, piede ed anse dipinte a vernice nera; corpo a figure rosse con due palmette sotto le anse alternate ad altrettante teste femminili di profilo con particolari sottolineati da sovradipinture in bianco.	Palmette e teste femminili di profilo con particolari del sakkos, dell'orecchino e della collana sovradipinti in bianco.	incoherent
2709	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_69019	Tipo umanizzato, con accentuata dilatazione dei particolari per rendere, in qualche modo, terrificante l'aspetto, assai simile agli esemplari rinvenuti ad Himera (cfr. Bonacasa N., Palermo 1970)	Maschera con espressione ghignante, caratterizzata dall'ampia bocca, dalle guance rigonfie e dal naso largo e schiacciato, dagli occhi a bulbo e dalla fronte rugosa, e con due serpentelli che spuntano da sotto le gote.	incoherent
2710	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_69022	Gemma di ematite di colore verde con raffigurazione incisa .	"Atena è seduta su un masso con il volto di profilo verso destra e il corpo di tre quarti; la dea ha in testa l'elmo con lungo ""lophos"" stilizzato; veste chitone e mantello; con la destra regge una lancia; sulle spalle pende la faretra, davanti ramo serpentiforme (?)."	incoherent
2711	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_69025	Testa di argilla color rosa pallido con ingubbiatura di colore grigiastro dal modellato piuttosto accurato con rifiniture a stecca.	Mitologia greco-romana:Herakles - Ercole	coherent
2712	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_13616	Parte inferiore di una statua femminile panneggiata	La figura Ë stante sulla gamba destra con la sinistra scostata di lato e flessa e vestita di tunica e mantello.	incoherent
2713	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_13643	Testa maschile dalle dimensioni maggiori del vero.	Augusto	coherent
2714	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_13643	Testa maschile dalle dimensioni maggiori del vero.	La testa Ë inclinata verso destra, i capelli aderiscono alla calotta e si distribuiscono in ciocche brevi disposte intorno alla testa; sopacciglia allungate, occhi grandi dalle palpebre sottili, le labbra hanno contorni appena accennati.	incoherent
2715	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_13648	Statua femminile mutila. Busto lavorato separatamente insieme ai piedi.	Figura stante sulla gamba sinistra con la destra flessa, veste una lunga tunica e un mantello a doppia balza.	incoherent
2716	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_13731	Figura maschile.	Il capo Ë rivolto a destra, leggermente inclinato verso il basso, presenta una lunga chioma raccolta sulle spalle, sul capo sono presenti tracce di corna; le orecchie sono lunghe e appuntite. Il braccio destro Ë piegato verso l'alto, il braccio sinistro, di cui si conserva solo la parte superiore, Ë vicino al corpo.	incoherent
2717	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_13732	Testa mawschile dal capo leggermente inclinato a sinistra.	RITRATTO MASCHILE	coherent
2718	http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_13735	Statua femminile acefala.	La figura, stante sulla gamba sinistra con la destra flessa, il braccio sinistro flesso e quello destro sollevato in alto a reggere il mantello. La figura femminile indossa un leggero chitone che, allacciato sulla spalla destra, le lascia scoperto il seno sinistro, e un mantello riccamente drappeggiato.	incoherent
