object	description	subject	Length	Label	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15	Unnamed: 16	Unnamed: 17
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd3965755@	dipinto in maiolica a smalto stagnifero in una edicola di pietra di granito scolpito. Personaggi: Madonna del Buon Consiglio; Gesù Bambino	Madonna del Buon Consiglio	4	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4553676@	Dipinto monocromo con dominante color verde bosco e lumeggiature bianche. Cornice dipinta color oro di forma rettangolare che però si incurva sui lati brevi: in alto formando un semicerchio sporgente, coperto da motivi a fogliame con all'apice una mezza conchiglia, e in basso s'incurva lievemente per ricevere il cartiglio dipinto sottostante.. Personaggi: Gesù Cristo; apostoli. Fenomeni metereologici: nuvole	ascensione di Cristo	3	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_15638	L'opera, fino al suo ingresso in Pinacoteca avvenuto del 1879 come deposito del Nobile Collegio della Mercanzia, era conservato nella sagrestia della cappella di San Gregorio del Collegio della Sapienza di Perugia. Santi ( 1969, pp.41-42 con bibliografia precedente) ha osservato come, essendo stato istituito il collegio solo nel 1361, è probabile che l'opera venne realizzata per la chiesa di Santa Giuliana. Dopo il restauro del 1992 che ha consentito una corretta lettura della data di esecuzione del polittico, unica opera certa dell'artista a lungo creduta del 1280, si è resa necessaria una completa revisione della personalità di Vigoroso e dell'importanza di questo dipinto nella pittura italiana del Duecento. La nuova datazione conferisce, infatti, al dossale una posizione relativamente meno importante rispetto a quella che gli veniva riconosciuta negli studi critici ricordati nella scheda di Santi (1969, pp.41-42) e successivamente da Conti (1971, pp.112-115), White (1979, pp.63-69) e Bellosi (1985, p.168). Solo Boskovits (1973, pp.10-11 e 33) aveva espresso un giudizio più cauto ravvisando nel dipinto un certo provincialismo. Alla luce della nuova scoperta Bellosi (1994, pp.91-92) ha parzialmente rivisto la propria posizione, evidenziando come, nel panorama della pittura senese, il polittico di Vigoroso, nel suo evidente legame con la produzione cimabuesca, costituisca una nuova e fondamentale prova delle relazioni intercorse fra Siena e Firenze, lungo un asse in cui le testimonianze più alte sono rappresentate dalle opere di Duccio.	CRISTO BENEDICENTE	2	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_15751	"L'opera proviene dal monastero delle terziarie francescane di sant'Antonio in porta sant'Angelo a Perugia. Il primo allontanamento del polittico dal complesso originario avvenne nel 1799 per volontà del Vermiglioli, che ne consigliò il trasferimento all'interno del palazzo dei Priori, tre anni più tardi, con la restaurazione del governo pontificio, il dipinto tornò nel convento di sant'Antonio, per essere definitivamente rimosso nel 1810 e trasferito nella Pinacoteca Vannucci, ancora situata all'interno del monastero olivetano di Montemorcino Nuovo. Finalmente nel 1885 il polittico, completo in ogni sua parte (due tavolette di predella erano entrate nel mercato antiquario e furono recuperate solo nel 1871), veniva collocato nella nuova sede della Pinacoteca, all'interno del Palazzo dei Priori. Il riassemblaggio della complessa macchina d'altare avvenne nei primi anni venti di questo secolo, i restauri successivi hanno mantenuto pressoché intatta la forma ipotizzata in quella occasione, fino all'ultimo intervento che dopo aver eliminato le cornici ottocentesche, ha ricreato la struttura scatolare della predella inferiore, con funzione di sostegno, dove sono stati in seriti i tre miracoli. Le vicende storiche e critiche relative all'opera sono molto complesse, visto che fin dal 1608 venne rimossa dalla sua collocazione originaria (altare maggiore) e vista l'originalità della sua struttura che ha portato alla formulazione di numerose congetture sulla sua forma originaria. La grande pala venne commissionata dalle monache francescane tra l'inizio dei lavori di abbellimento del convento databili intorno 1455 circa e il 1468, anno riportato su un documento, recentemente scoperto ( Mancini, 1992, p.23, n.99), riguardante la concessione da parte del Comune di Perugia di 15 fiorini alle monache di sant'Antonio per il pagamento di una tavola già eseguita, da riferire, secondo Mancini, a quella di Piero della Francesca. Essa era collocata sopra l'altare maggiore della ""chiesa esterna"", così chiamata per differenziarla da quella ""interna"", costruita poco dopo, la cui abside poligonale si andava a contrapporre a quella più antica (Lattaioli, 1993, p.61; Balzani, 1993, pp.47, 51, note 27, 28). Le due chiese avevano dei passaggi laterali che permettevano la comunicazione, in quella interna venne collocata la pala di Raffaello, tolta poi nel 1678 circa. Il polittico di Piero della Francesca fino al 1566 (anno in cui Vasari è impegnato nella chiesa di san Pietro a Perugia) si trovava ancora sopra l'altare maggiore (Vasari, 1568, pp.497-498), nel 1698 venne rimosso per far posto alla tela con lo Sposalizio di santa Caterina, di Vincenzo Pellegrini (Mancini, 1987, pp.89, 128-129, n.156). Più tardi è ricordato dal Lancellotti (Scorta Sacra, ante 1671, cc.196r-197r) in sagrestia, probabilmente in questa occasione vennero smontate e rimosse alcune parti (la cornice della cimasa, i pilastri laterali e la predella inferiore). Alla fine degli anni settanta del XVII secolo il polittico venne trasportato sopra l'altare maggiore della ""chiesa interna"", dove rimase per oltre un secolo al posto della tavola di Raffaello. Anche questa sistemazione fu traumatica per il dipinto, che subì ulteriori modificazioni. Infatti, non essendo più in grado di sostenersi da solo, avendogli tolto la predella inferiore che aveva una funzione di sostegno, questo venne addossato alla parete, la quale presentava al centro una apertura che metteva in comunicazione le due chiese (mentre i due passaggi laterali erano stati chiusi ). Tutto ciò provocò l'asportazione dello sportellino mobile (scomparto centrale della predella) e l'ampliamento dell'apertura. Dopo la citazione vasariana il polittico, stranamente, non godette di particolare fortuna nell 'ambito della storiografia locale. Spetta al Witting (1898, pp.30-35, 118- 121) il primo studio approfondito sul grande dipinto, anche se con alcune ipotesi oggi inaccettabili, come l'appartenenza delle varie tavole che lo compongono a due distinti polittici. L'Aubert (1898, pp.263-266), seguito da tutta la critica successiva, ritenne invece unitario il complesso; dato confermato anche dall'ultimo restauro, che ha evidenziato la presenza della tracciatura delle tavole con battitura di filo e a graffietto, indubbiamente riconducibile ad un progetto unitario e dettagliato della macchina d 'altare. Anche la fase successiva, quella della realizzazione pittorica, risulta unitaria, con l'adozione di tecniche diverse e con l'utilizzo di vari tipi di trasposizione del disegno a secondo delle necessità dell'artista. Recentemente Garibaldi (1994, p.178) ha proposto per l'opera una datazione molto vicina al 1459, anno in cui Piero si recò a Roma, dove deve aver conosciuto anche la pittura fiamminga come dimostrerebbero la croce di cristallo in mano a san Francesco, l'ampolla di vetro, le perle della Madonn a (Mencarelli, 1993, pp.105-110) e le riflettenti aureole dorate."	Personaggi: Madonna; Gesu' Bambino.	4	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_15718	Il trittico venne demaniato nel 1810 dalla chiesa dei Santi Simone e Giuda (o del Carmine) e trasferito nel Museo dell'Accademia di Belle Arti, quindi è passato in Galleria con l'ascrizione a Lorenzo Monaco (Inventario 1878). Concordemente attribuito dalla critica a Bartolo di Fredi (cfr. Santi 1969, pp.98-99), il dipinto va cronologicamente collocato, per ragioni stilistiche, tra il 1364, anno in cui Bartolo esegue la Madonna della Misericordia di Pienza, e il 1367, quando realizza gli affreschi della Collegiata di San Gimignano.	San Gabriele Arcangelo	3	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_15773	Il dipinto fu realizzato per il monastero di Santa Giuliana di Perugia su commissione della famiglia Buccoli, alla fine del XVIII secolo si trovava nel coro, nel 1818 fu trasferito in sagrestia, dove lo vide il Siepi ed infine nel 1863 venne riportato nel coro. L'opera non risulta molto apprezzata dalla critica per gli eccessivi manierismi e decorativismi (cfr. Santi, 1969, pp.107-109 con bibliografia precedente).	Soggetti sacri: banchetto di Erode.	5	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39201	L'opera, insieme al dipinto raffigurante San Pietro (NCTN 1800109768), proviene dalla Collezione Cini di Roma e presenta una vicenda attributiva ancora dubbia. La critica, in passato, assegnava il dipinto ad un pittore di origine fiamminga, il	Personaggi: San Paolo. Attributi: (San Paolo) libro.	7	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_15916	Il dipinto di forma rettangolare è realizzato su seta; ha una cornice di l egno intagliato e dorato del XVIII secolo.	Sant'Agostino e altri personaggi	4	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_16086	L'opera, presumibilmente facente parte di un polittico a due registri di cui si ignora l'originaria collocazione, fu acquistata dallo Stato da antiquari di Perugia. In precedenza aveva fatto parte della collezione Conestabile della Staffa di Perugia, sebbene non sia inserita nel catalogo di vendita della raccolta nel 1871 (cfr. Santi 1969, p.47 con bibliografia precedente). Viene attribuita da Santi (1969, p.47) ad un pittore veneziano dell'inizio del XIV secolo. Questa proposta è accolta da Boskovits (1973, p.2 2, 42 n.122) che sottolinea l'importanza del dipinto negli sviluppi della pittura perugina, ipotizzandone la presenza in città già in epoca molto remota.	Personaggi: Madonna; Gesù bambino. Figure: angeli.	6	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_33463	dipinto raffigurante Giuseppe Garibaldi a 53 anni	RITRATTI : GIUSEPPE GARIBALDI	4	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_95711	Il presente dipinto rivela una evidente attenzione al mondo caravaggesco sia nella composizione che nel ductus pittorico contrassegnato da un forte contrasto chiaroscurale. La serva richiama prototipi della scene di genere proprie di questa corrente; la camicia ampiamente scollata e lo sguardo rivolto con fare ammiccante verso il giovane conferiscono alla scena un significato emblematico di valenza ambigua. La tela è pertanto ascrivibile ad un maestro italiano attivo nel secondo quarto del sec. XVII.	Figure: giovane; donna. Abbigliamento. Oggetti: cappello piumato; bicchiere; piatti; forchetta; coltello; tovaglia; tovagliolo; pane; torta.	15	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_95365	Il dipinto, opera anonima riferibile alla prima metà del secolo XIX, ritrae un ignoto pontefice.	Ritratto di Papa	3	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_95416	Il dipinto, firmato dal pittore Alcide Fontanesi, è databile verso la metà degli anni Settanta. Il quadro è stato donato dall'artista alla Pinacoteca di Macerata in occasione della personale tenuta dal Fontanesi nel 1983. 'Fontanesi si serve di tenui atmosfere di colore, di una materia scrpolata per evocare un reale che richiama sfocati e luminosi orizzonti, ma anche inequivocabili relitti di una civiltà tecnologica che avanza con ritmo devastante' (Bignardi M.ù Fiorillo A. P., 1990)	Decorazioni: motivi geometrici; cerchi.	4	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_22833	Nel dipinto il Cristo appare a metà figura, volto di tre quarti e barbato come la tradizionale iconografia. Ha in dosso un mantello rosato. Porta sulla spalla destra la croce sorretta da entrambe le mani.	Cristo portacroce	2	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_22874	"Il modello riproduce interamente la parete di fondo del transetto destro d ella chiesa di S. Ignazio a Roma, con una finestra centinata al vertice - su cui è inserita una tela dipinta riproducente l'invetriata e il cielo re trostante - , un alto cornicione modanato mediano e un altare sottostante inquadrato da alte paraste scanalate. L'altare si compone di un alto zocco lo su cui grava una coppia di colonne delimitate da paraste interne, soste nenti un'architrave curvilinea su cui si appoggia una coppia di personaggi sdraiati in cera dipinta a imitazione del marmo chiusa da un frontone mi stilineo. Altre due sculture sono posizionate sullo zoccolo, ai lati delle colonne. La pala d'altare riproduce in monocromo il bassorilievo con la "" Gloria del Beato Luigi Gonzaga"" di Pierre Le Gros. Il modello è dipinto ad olio a similitudine dei marmi: verde venato di bianco per le colonne, le specchiature e la struttura dell'altare; giallo per lo zoccolo e la cornic e superiore dell'architrave; nero per la specchiatura centrale del coronam ento; bianco avorio per le pareti; oro per i capitelli e gli elementi deco rativi."	Architetture: Interno del transetto della chiesa di S. Ignazio a Roma.	11	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_22877	"Gruppo scultoreo in legno dipinto raffigurante un ""Compianto sul Cristo mo rto"", composto dai sette personaggi della Sacra Rappresentazione disposti attorno al corpo giacente di Cristo: Giovanni, Giuseppe d'Arimatea, la dol ente, la Maddalena, la seconda dolente, l'Addolorata e Nicodemo."	COMPIANTO SU CRISTO MORTO	4	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_22907	all'interno della cornice multipla, con quattro rosoni agli angoli, c'è il dipinto raffigurante Alessandro, aiutato da un giovane soldato dà fuoco ai carriaggi.	Personaggi: Alessandro Magno. Guerrieri: soldati. Paesaggi. Mezzi di trasporto: carri.	10	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_22909	all'interno della cornice multipla, con quattro rosoni agli angoli, c'è il dipinto raffigurante Poro assalito da Alessandro.	Poro assalito dai soldati macedoni	5	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_22894	Fra i disegni degli Uffizi assegnati a Salviati, Hirst (1965) ha identificato un foglio (607 F) ritenuto uno studio di Tibaldi per questo medaglione. Come ha osservato Davidson (1966), l'artista nella traduzione del progetto ha trasformato l'originario formato rettangolare sacrificando alcune figure laterali. Se è vero che lo studio e il dipinto presentano una certa omogeneità stilistica, nel passaggio dal foglio alla parete sono intervenute alcune rettifiche; la più evidente è l'aggiunta del putto fra le due creature marine. Brugnoli (1966) ritiene il disegno uno studio sul tema del medaglione, mentre Gaudioso (1981) lo considera una variazione su un tema perinesco e denota la presenza di gruppi simili nella Sala di Apollo. Come suggeriscono i due autori la composizione del medaglione torna senza varianti in un altro foglio degli Uffizi (1487 orn) considerato copia di una perduta invenzione perinesca. Al contrario dell'altro, questo schizzo presenta uno stile molto diverso dall'affresco.	Tritoni in lotta	3	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_22875	Gruppo scultoreo dipinto collocato all'interno di un'edicola cuspidata, de corata internamente con dischi crociatii. Seduta in posizione frontale su un piccolo trono dal basamento ornato da tre archetti polilobati, la Madon na incoronata porge con la mano destra un frutto al Bambino, che sostiene col braccio sinistro, ritratto in atto di benedire mentre stringe un libro chiuso con la mano sinistra.La Madonna ha il capo coperto da un corto vel o bianco a piccole strisce colorate ed indossa una veste azzurra coperta d a un lungo mantello blu, che le copre spalle e gambe; il Bambino indossa u na lunga tunica rossa che lascia scoperti piedi e caviglie.	MADONNA IN TRONO CON BAMBINO	5	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_22832	Il dipinto rappresenta il giurista Prospero Farinacci, a figura intera, volto di tre quarti e seduto accanto ad un tavolo con un tappeto a motivi floreali. Indossa una tunica grigia foderata di rosso e porta sul capo un berretto nero.	Personaggi: figura maschile.	3	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_14726	Del dipinto si ignora la provenienza originaria; è comunque un quadro di tipo devozionale, appartenente alla tipologia della pittura religiosa di metà del secolo XVII.	Personaggi: Gesù Bambino; Sant'Antonio. Figure: angeli.	6	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_14712	Il dipinto sembra avvicinarsi alla maniera di Domenico Alfani, data la somiglianza dei personaggi con quelli raffigurati in una Pietà, conservata sempre in questa Galleria.	Personaggi: Madonna; Gesù Bambino. Figure: angeli; confratelli.	7	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39848	Il dipinto ha spiccato senso narrativo e si esprime liberamente malgrado lo spazio limitato. I colori, poco sfumati, sono scuri e creano ombre ben delineate sui volti, evidenziano le forme dando molto senso realistico alla composizione.	Miracolo della Madonna	3	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39865	Trattasi non di un solo ma di più miracoli, fatti dalla Madonna in tempi diversi e qui riportati in un unico dipinto, ma ampiamente descritti dal Torelli. Coloristicamente efficace il dipinto soffre un po' della proporzioni.	Personaggi: frate domenicano. Figure: indemoniati; astanti.	6	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_40003	Il dipinto è opera dello stesso artista che ha dipinto la Pentecoste, come è documentato nei libri delle Cronache del Santuario. Stilisticamente ripete, in maniera stereotipa, forme tardo-manieristiche. Anche questo dipinto è stato allungato nel XIX secolo per essere adattato alla nuova cornice.	Natività di Gesù	3	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_23297	La tela fa parte di un gruppo di opere seicentesche donate nel 2003 alla Galleria Nazionale delle Marche dalle eredi di Paolo Volponi, la vedova Giovina e la figlia Caterina, in ricordo dello scrittore urbinate. Queste opere vanno ad aggiungersi a una prima donazione effettuata nel 1991 dallo stre vanno ad aggiungersi a una prima donazione effettuata nel 1991 dallo stesso Volponi, in memoria del figlio Roberto tragicamente scomparso nel 1989. Oggi entrambe le donazioni appaiono esposte in un unico ambiente denominato 'Sala Volponi'. Il 'David con la testa di Golia' e' l'ultima versione di un tema piu' volte trattato dal Reni e viene concordemente considerato opera della tarda maturita' per la tonalita' argentea e la stesura unita e sottile. La prima stesura nota, di grandi dimensioni e a sviluppo verticale, e'quella realizzata intorno al 1605-1606, oggi esposta al Louvre. Il dipinto qui considerato presenta notevoli differenze rispetto a quello parigino qui considerato: David, che appoggia il braccio destro sull'anca, assume una posa piu' distesa e rilassata ed e' raffigurato a mezzo busto, a torso nudo e privo di cappello piumato; la testa di Golia e' rivolta verso il suo carnefice come in un atteggiamento di intimo colloquio.	David con la testa di Golia	6	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39271	Il fulcro del dipinto è rappresentato dal volto del Bambino circonfuso di luce, mentre il resto della scena sembra ruotare intorno ad esso: la Madonna e San Giuseppe, i pastori adoranti colti in diversi atteggiamenti di sorpresa e adorazione.	Personaggi: Gesù Bambino; Madonna; S. Giuseppe. Attributi: (Gesù Bambino) aureola; mangiatoia; (Madonna) veste rosa; manto azzurro; (S. Giuseppe) verga fiorita. Figure: angeli; pastori. Animali: bue; pennuti.	26	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39251	Rubens,nelle sue copie spesso non solo accentuava il naturalismo ma anche la dinamicità delle composizioni originali. Sappiamo che si era creato una vasta bottega, organizzata alla stregua di una ditta moderna, specializzata nella produzione dei suoi originali - opere cioè ideate dal maestro alle quali egli stesso lavorava avvalendosi di stretti e fidati collaboratori - e anche rivolta alla diffusione delle invenzioni rubensiane tramite l'esecuzione di copie e di repliche. Il dipinto di Cosenza fa parte di quest'ultimo gruppo. L'opera è documentata nel 1928 nella Galleria Locamo di Parigi e proveniente dalla collezione Amodio ed è stata messain rapporto a una serie di composizioni di Rubens ed il suo rinnovato interesse dagli anni 1625 per la pittura veneziana del Cinquecento (Veronese, Tiziano). In tale ottica Bodart attribuisce la tela a Frans Wouters che fu uno dei più stretti collaboratori di Rubens nell'ultima fase della sua vita.	Personaggi: Venere, Marte, Amorini. Attributi (Venere) nudità, amorini (Marte) corazza, calzari, spada, lancia, elmo, scudo. Paesaggio: bucolico con la presenza di frutti in primo piano. Animali: cavallo, colombe tubanti.	29	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39270	Il dipinto raffigura una natura morta con frutta, fiori e animali.	Vegetali: frutta; fiori. Animali: insetti; rettile; lumache.	7	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39257	Il dipinto raffigura il dio del mare Nettuno nel mezzo di una stretta via, con alle spalle alcune abitazioni, dalla quale s'intravede appena la presenza dell'acqua.	nettuno	1	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39751	Il dipinto sembra riferirsi alla miracolosa vicenda di Carlo d'Onofrio Latino, di Viterbo, precipitato da un'altezza di quaranta braccia e rimasto illeso (1630). Il dipinto, di modesto livello artistico, riveste qualche interesse per la puntuale descrizione del contesto architettonico dell'epoca, anche se reso con molta ingenuità. Una nota lirica è rappresentata dallo squarcio di paesaggio che si intravede oltre il muro di cinta della casa.	Personaggi: Madonna; Gesù Bambino. Figure: Uomo. Architetture. Paesaggi.	8	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39736	Il dipinto sembra riferirsi alla vicenda di Angelo Bimbi di Napoli il cui figlio neonato, morto soffocato, fu miracolosamente riportato in vita (1585). Analogo alla scheda n. 30.	Personaggi: Madonna; Gesù Bambino. Figure: Uomo; donna; bambino. Oggetti: Culla.	10	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39436	La nicchia era inserita, credibilmente, nelle ali laterali di un altare ligneo, simile all'altare di S. Pasquale esposto nella sala del museo e doveva accogliere delle piccole sculture. Il catino della nicchia è decorato con una conchiglia dipinta, il piccolo catino è dipinto con un cielo stellato.	soggetto assente	2	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd11414242@	Piattino in porcellana, dipinto e dorato con una composizione vegetale sul fondo. Lungo l'orlo bordura con motivo geometrico.. Elementi decorativi: motivi floreali. Elementi decorativi: motivi geometrici	Motivi decorativi vegetali; Motivi decorativi geometrici	6	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd2719620@	Il dipinto rappresenta una furiosa battaglia nel suo svolgersi al di sotto delle mura di un castello, sullo sfondo una vallata attraversata da un fiume. L'occhio dello spettatore è condotto dal cadavere a terra in primo piano, sulla destra del gruppo centrale di cavalieri che lottano al centro del quadro. I colori che dominano l'atmosfera sono giocati sulle tonalità dell'azzurro, del grigio-azzurro e del rosa su cui spiccano i rossi e gli azzurri vivaci delle divise. Cornice dorata, sagomata e con decorazioni a festone.. Figure: soldati. Animali: cavalli	Battaglia di cavalleria	3	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd3303806@	La Vergine è al centro seduta con le braccia allargate in atto di preghiera. Alla sua sinistra l'Eterno, avvolto in un ampio manto. Alla destra della Vergine Gesù regge, con la sinistra, la corana sul capo della Madonna. Le tre figure campeggiano in primo piano: i colori sono vivi, il rosso del manto di Gesù e il giaIlo denso nella figura dell'Eterno spicca nell'intensità cromatica il volto della Vergine, fortemente lumeggiato al centro della scena. Il dipinto è inquadrato da una semplice cornice modanata, in legno nero.. Personaggi: Madonna; Cristo; Dio Padre. Abbigliamento: (Madonna) lunga veste. Oggetti: corona. Fenomeni metereologici: nubi	Incoronazione di Maria Vergine	4	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_85491	La pala, realizzata per la settima cappella di sinistra dal Morazzone e saldata nel 1617, presenta caratteri un po' arcaici, forse derivanti dal dipinto di Giovan Battista Paggi posto dal 1603 sull'altare della cappella ducale a Genova. I toni cupi e una certa propensione al caricaturale e quasi al grottesco, soprattutto nel Bambino, sembrano quasi una risposta alla visionaria Messa di San Gregorio del Cerano, licenziata poco tempo prima per uno degli altari laterali della chiesa di San Vittore a Varese. La composizione della pala certosina, impostata su una struttura triangolare, appare irrigidita in un'immobilità che non lascia spazio all'immedesimazione dello spettatore nella scena, come se le figure con la loro grazia estenuata appartenessero a un'altra dimensione. Presso la Pinacoteca di Brera si conserva un piccolo olio su tela che probabilmente costituisce uno stadio preparatorio al dipinto certosino, differendo però dall'ancona per l'assenza della Santa Caterina in basso a destra.	MADONNA DEL ROSARIO CON SAN DOMENICO E SANTA CATERINA DA SIENA	11	Incoherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4028358@	Mosaico di minutissime tessere marmoree su supporto rigido. L'andamento delle tessere è pittorico, disponendosi secondo le sinuose linee del disegno, con grande effetto chiaroscurale. Il cardinale è raffigurato a mezzo busto visto di prospetto, ha mantella viola scuro, berretta rossa in capo, fluente barba bianca. In alto a sinistra, sul fondo azzurro omogeneo, è lo stemma della famiglia Bernieri in scudo sagomato. Cornice coeva di legno dipinto di nero, sagoma classica a semplice gola.. Ecclesiastici: cardinale Girlamo Bernieri	Ritratto del cardinale Girolamo Bernieri	5	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_86980	"Il dipinto in oggetto e' il secondo bozzetto che il Palizzi esegui' per realizzare il grande quadro int. ""Ecce Agnus Dei"" (V. schede nn. 53 - 93). Rispetto all'altro bozzetto conservato nel museo (cfr. n.5) questo mostra di essere successivo per l'evidente semplificazione dell'immagine ed il simbolismo piÃ¹ accentuato (la croce. la colomba). Il quadro ha evidenti influssi puristi che mostrano l'incapacitÃ creativa del Palizzi nei temi non legati alla realtÃ . I segni di quadrettatura indicano ancheun certo sforzo nel comporre quando gli mancava un modello dal vero"	personaggi: Cristo; San Giovanni Battista; astanti. personificazione: (Spirito Santo)colomba. abbigliamento: (Cristo) veste candida. paesaggio: fiume	15	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_89693	Lâopera fu concepita a seguito del soggiorno del Tomaselli nel 1905 presso il barone La Lumia, proprietario di miniere di zolfo ed estimatore del pittore. Ã un dipinto che rivela chiari intenti sociali descrivendo la vita del popolo siciliano, la realtÃ di una provincia. In tal modo il Tomaselli aderiva al filone verista ottocentesco ancora vivo e diffuso, che avrebbe lasciato il passo al realismo in alcune correnti del Novecento.	"Il dipinto raffigura i ""carusi"", cosÃ¬ venivano indicati i ragazzi impiegati nel duro lavoro nelle zolfatare siciliane, allâuscita del pozzo minerario. Sono curvi sotto il peso schiacciante dei sacchi di zolfo sulle spalle. Sono emersi dal buio infernale della miniera e camminano in fila accecati da una luce intensa. Uno dei ragazzi, sulla sinistra Ã¨ accasciato per terra, vinto dalla fatica."	61	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_89728	Il Lojacono tardo a volte si pone davanti ad un paesaggio reale o ad un suo frammento, privo di riferimenti monumentali o vedutistici e lo raffigura in una visione dilatata, non più analitica. Alcuni sono paesaggi partenopei di retaggio palizziano, vissuti con un senso bucolico dell'armonia della natura: “Verso il Ruscello”, “Maggio incipiente”, “Gregge al pascolo”, “Nella prateria”, “Presso Bagnoli”, “Alla riva”, di qualità discontinua. In tutti questi dipinti, l'elemento acqua in forma di pantano o laghetto recupera la sua funzione di specchio traslucido che rivitalizza i colori (Costantino, 1997).Lojacono iniziò la sua attività pittorica ad Agrigento nel 1862 e realizzò il suo ultimo dipinto per i Sinatra nel 1914 (Barbera, 1991).	La prateria è lambita dalle acque di un lago. Al centro della scena è raffigurato un alto frondoso albero e alcuni bovini al pascolo. Il quadro è chiuso in basso da una roccia.	33	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_89725	La “Raccolta di olive” è ricordato come l'ultimo dipinto del Maestro realizzato per i Sinatra. Il quadro è invaso da una luce bianca meridiana che arretra sul fondo i soggetti, le donne intente alla raccolta, e lascia sul primo piano una incipiente zona d'ombra (Costantino, 1997) (Barbera, 1991).	PAESAGGIO CON CONTADINE	3	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_72112	Tra i primi dipinti collezionati dai Farnese, l'opera compare nel nucleo raccolto da Ranuccio Farnese e inventariato a Parma nella sua Guardaroba nel 1587. Alla morte del duca nel 1607, il dipinto fu ereditato dalla sorella Margherita, monaca nel convento di San Paolo. Rientrato alla sua morte nelle raccolte ducali fu collocato nel Palazzo del Giardino e, in seguito, nella Ducale Galleria dove rimase fino al 1734. Giunse dunque a Napoli come eredit‡ di Carlo di Borbone.	Personaggi: Maddonna; Ges˘ Bambino.Figure: angeli	5	Incoherent													
